iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country,city,country
GXF,48.787086,15.961794,YE,Sayun International Airport,AS,airport,medium,3,OYSY,Sayun Intl,Yemen,Sayun Intl,Jemen
KAC,41.20556,37.031025,SY,Kamishly Airport,AS,airport,medium,2,OSKL,Kamishly,Syria,Kamishly,Syrien
TUK,63.066666,25.983334,PK,Turbat International Airport,AS,airport,medium,5,OPTU,Turbat,Pakistan,Turbat,Pakistan
SYW,67.85,26.416668,PK,Sehwan Sharif Airport,AS,airport,medium,5,OPSN,Sehwan Sharif,Pakistan,Sehwan Sharif,Pakistan
KDU,75.53862,35.333008,PK,Skardu Airport,AS,airport,medium,5,OPSD,Skardu,Pakistan,Skardu,Pakistan
PAJ,70.1,33.9,PK,Parachinar Airport,AS,airport,small,5,OPPC,Parachinar,Pakistan,Parachinar,Pakistan
ORW,64.583336,25.3,PK,Ormara Airport,AS,airport,small,5,OPOR,Ormara Raik,Pakistan,Ormara Raik,Pakistan
KDD,66.630554,27.780556,PK,Khuzdar Airport,AS,airport,small,5,OPKH,Khuzdar,Pakistan,Khuzdar,Pakistan
HDD,68.36389,25.322222,PK,Hyderabad Airport,AS,airport,small,5,OPKD,Hyderabad,Pakistan,Hyderabad,Pakistan
JIW,61.816666,25.083332,PK,Jiwani Airport,AS,airport,small,5,OPJI,Jiwani,Pakistan,Jiwani,Pakistan
DSK,70.9,31.916668,PK,Dera Ismael Khan Airport,AS,airport,medium,5,OPDI,Dera Ismael Khan,Pakistan,Dera Ismael Khan,Pakistan
DEA,70.485275,29.960556,PK,Dera Ghazi Khan Airport,AS,airport,medium,5,OPDG,Dera Ghazi Khan,Pakistan,Dera Ghazi Khan,Pakistan
DBA,64.416664,28.883333,PK,Dalbandin Airport,AS,airport,small,5,OPDB,Dalbandin,Pakistan,Dalbandin,Pakistan
CJL,71.79444,35.886112,PK,Chitral Airport,AS,airport,medium,5,OPCH,Chitral,Pakistan,Chitral,Pakistan
BHV,71.683334,29.4,PK,Bahawalpur Airport,AS,airport,medium,5,OPBW,Bahawalpur,Pakistan,Bahawalpur,Pakistan
BNP,70.666664,33,PK,Bannu Airport,AS,airport,small,5,OPBN,Bannu,Pakistan,Bannu,Pakistan
AAN,55.616627,24.260231,AE,Al Ain International Airport,AS,airport,medium,4,OMAL,Al Ain,United Arab Emirates,Al Ain,Vereinigte Arabische Emirate
OMH,45.05877,37.662525,IR,Uromiyeh Airport,AS,airport,medium,3.5,OITR,Uromiyeh,Iran,Uromiyeh,Iran
ADU,48.42125,38.323826,IR,Ardabil Airport,AS,airport,medium,3.5,OITL,Ardabil,Iran,Ardabil,Iran
LRR,54.38276,27.66969,IR,Lar Airport,AS,airport,medium,3.5,OISL,Lar,Iran,Lar,Iran
SRY,53.197277,36.635727,IR,Sari Dasht E Naz Airport,AS,airport,medium,3.5,OINZ,Dasht-e-naz,Iran,Dasht-e-naz,Iran
NSH,51.5,36.666668,IR,Noshahr Airport,AS,airport,medium,3.5,OINN,Noshahr,Iran,Noshahr,Iran
AFZ,57.60332,36.171513,IR,Sabzevar National Airport,AS,airport,medium,3.5,OIMS,Sabzevar,Iran,Sabzevar,Iran
BJB,57.30885,37.48972,IR,Bojnourd Airport,AS,airport,medium,3.5,OIMN,Bojnourd,Iran,Bodschnurd,Iran
RJN,56.056667,30.296944,IR,Rafsanjan Airport,AS,airport,medium,3.5,OIKR,Rafsanjan,Iran,Rafsanjan,Iran
BXR,58.449356,29.080082,IR,Bam Airport,AS,airport,medium,3.5,OIKM,Bam,Iran,Bam,Iran
KHD,48.280834,33.43861,IR,Khoram Abad Airport,AS,airport,medium,3.5,OICK,Khorram Abad,Iran,Khorram Abad,Iran
EWD,-159.76222,56.45639,SA,Wadi Al Dawasir Airport,AS,airport,medium,3,OEWD,Wadi-al-dawasir,Saudi Arabia,Wadi-al-Dawasir,Saudi-Arabien
AJF,40.101486,29.788668,SA,Al-Jawf Domestic Airport,AS,airport,medium,3,OESK,Al-Jawf,Saudi Arabia,Al-Jawf,Saudi-Arabien
DWD,44.1287,24.445545,SA,Dawadmi Domestic Airport,AS,airport,medium,3,OEDW,Dawadmi,Saudi Arabia,Dawadmi,Saudi-Arabien
XAU,-53.2,3.616667,GF,Saul Airport,SA,airport,small,-3,SOOS,Saul,French Guiana,Saul,Französisch-Guayana
FBD,70.566666,37.1,AF,Faizabad Airport,AS,airport,small,4.5,OAFZ,Faizabad,Afghanistan,Faizabad,Afghanistan
ILP,167.4475,-22.589722,NC,Île des Pins Airport,OC,airport,medium,11,NWWE,Île des Pins,New Caledonia,Île des Pins,Neukaledonien
BMY,163.66667,-19.75,NC,Belep Islands Airport,OC,airport,medium,11,NWWC,Waala,New Caledonia,Waala,Neukaledonien
TGJ,167.80293,-21.098358,NC,Tiga Airport,OC,airport,medium,11,NWWA,Tiga,New Caledonia,Tiga,Neukaledonien
IPA,169.18333,-18.75,VU,Ipota Airport,OC,airport,small,11,NVVI,Ipota,Vanuatu,Ipota,Vanuatu
FTA,170.25,-19.416668,VU,Futuna Airport,OC,airport,small,11,NVVF,Futuna Island,Vanuatu,Futuna Island,Vanuatu
DLY,169.15,-18.7,VU,Dillon's Bay Airport,OC,airport,small,11,NVVD,Dillon's Bay,Vanuatu,Dillons Bay,Vanuatu
AWD,169.5,-19.25,VU,Aniwa Airport,OC,airport,small,11,NVVB,Aniwa,Vanuatu,Aniwa,Vanuatu
AUY,169.66667,-20.333332,VU,Anelghowhat Airport,OC,airport,small,11,NVVA,Anelghowhat,Vanuatu,Anelghowhat,Vanuatu
SWJ,167.16667,-16.25,VU,Southwest Bay Airport,OC,airport,small,11,NVSX,Malekula Island,Vanuatu,Malekula Insel,Vanuatu
VLS,168.2,-16.8,VU,Valesdir Airport,OC,airport,small,11,NVSV,Valesdir,Vanuatu,Valesdir,Vanuatu
ULB,168.33333,-16.416668,VU,Uléi Airport,OC,airport,small,11,NVSU,Ambryn Island,Vanuatu,Ambryn Insel,Vanuatu
TGH,168.54666,-16.90361,VU,Tongoa Island Airport,OC,airport,small,11,NVST,Tongoa Island,Vanuatu,Tongoa Insel,Vanuatu
SON,167.21873,-15.508251,VU,Santo Pekoa International Airport,OC,airport,medium,11,NVSS,Santo,Vanuatu,Santo,Vanuatu
RCL,153.07333,-27.207035,VU,Redcliffe Airport,OC,airport,small,11,NVSR,Redcliffe,Vanuatu,Redcliffe,Vanuatu
ZGU,167.58827,-14.220086,VU,Gaua Island Airport,OC,airport,medium,11,NVSQ,Gaua Island,Vanuatu,Gaua Insel,Vanuatu
NUS,,,GL,Norsup Airport,NA,heliport,null,11,NVSP,Norsup,Vanuatu,Norsup,Vanuatu
LNE,168.17007,-15.860106,VU,Lonorore Airport,OC,airport,small,11,NVSO,Lonorore,Vanuatu,Lonorore,Vanuatu
MWF,168.16667,-15.166667,VU,Naone Airport,OC,airport,small,11,NVSN,Maewo Island,Vanuatu,Maewo Insel,Vanuatu
LNB,168.18333,-16.583332,VU,Lamen Bay Airport,OC,airport,small,11,NVSM,Lamen Bay,Vanuatu,Lamen Bay,Vanuatu
LPM,167.81667,-16.466667,VU,Lamap Airport,OC,airport,small,11,NVSL,Lamap,Vanuatu,Lamap,Vanuatu
PBJ,168.21666,-16.433332,VU,Tavie Airport,OC,airport,small,11,NVSI,Paama Island,Vanuatu,Paama Insel,Vanuatu
SSR,168.3,-15.5,VU,Sara Airport,OC,airport,small,11,NVSH,Pentecost Island,Vanuatu,Pentecost-Insel,Vanuatu
LOD,167.96666,-15.316667,VU,Longana Airport,OC,airport,small,11,NVSG,Longana,Vanuatu,Longana,Vanuatu
CCV,167.5,-16.2,VU,Craig Cove Airport,OC,airport,small,11,NVSF,Craig Cove,Vanuatu,Craig Cove,Vanuatu
EAE,168.41667,-17.166668,VU,Sangafa Airport,OC,airport,small,11,NVSE,Sangafa,Vanuatu,Sangafa,Vanuatu
TOH,166.75,-13.166667,VU,Torres Airstrip,OC,airport,small,11,NVSD,Loh/Linua,Vanuatu,Loh / Linua,Vanuatu
SLH,167.55,-13.883333,VU,Sola Airport,OC,airport,small,11,NVSC,Sola,Vanuatu,Sola,Vanuatu
MTV,167.66667,-13.666667,VU,Mota Lava Airport,OC,airport,small,11,NVSA,Ablow,Vanuatu,Ablow,Vanuatu
UAH,-139.55,-8.933333,PF,Ua Huka Airport,OC,airport,small,-9.5,NTMU,Ua Huka,French Polynesia,Ua Huka,Französisch-Polynesien
UAP,-140.08125,-9.343477,PF,Ua Pou Airport,OC,airport,small,-9.5,NTMP,Ua Pou,French Polynesia,Ua Pou,Französisch-Polynesien
AUQ,-139.00978,-9.769324,PF,Hiva Oa-Atuona Airport,OC,airport,medium,-9.5,NTMN,Hiva-oa,French Polynesia,Hiva-oa,Französisch-Polynesien
AHE,-146.25694,-14.428056,PF,Ahe Airport,OC,airport,medium,-10,NTHE,Ahe,French Polynesia,Ahe,Französisch-Polynesien
APK,-146.08333,-15.416667,PF,Apataki Airport,OC,airport,small,-10,NTGD,Apataki,French Polynesia,Apataki,Französisch-Polynesien
MXS,-172.23334,-13.716667,WS,Maota Airport,OC,airport,small,-11,NSMA,Savaii Island,Samoa,Savaii Insel,Samoa
MWP,85.333336,28,NP,Mountain Airport,AS,airport,small,5.75,,Mountain,Nepal,Berg,Nepal
FUT,-178.15,-14.25,WF,Pointe Vele Airport,OC,airport,medium,12,NLWF,Futuna Island,Wallis and Futuna,Futuna Island,Wallis und Futuna
IUE,-169.93333,-19.083332,NU,Niue International Airport,OC,airport,medium,-11,NIUE,Alofi,Niue,Alofi,Niue
VBV,-178.95,-17.233334,FJ,Vanua Balavu Airport,OC,airport,small,12,NFVB,Vanua Balavu,Fiji,Vanua Balavu,Fidschi
NTT,-174,-15.5,TO,Kuini Lavenia Airport,OC,airport,small,13,NFTP,Niuatoputapu,Tonga,Niuatoputapu,Tonga
NFO,-175.65,-15.6,TO,Mata'aho Airport,OC,airport,small,13,NFTO,"Angaha, Niuafo'ou Island",Tonga,"Angaha, Niuafo'ou Insel",Tonga
HPA,-174.34088,-19.778538,TO,Lifuka Island Airport,OC,airport,medium,13,NFTL,Lifuka,Tonga,Lifuka,Tonga
EUA,-174.95699,-21.377012,TO,Kaufana Airport,OC,airport,small,13,NFTE,Eua Island,Tonga,Eua Island,Tonga
SVU,179.33913,-16.798828,FJ,Savusavu Airport,OC,airport,small,12,NFNS,Savusavu,Fiji,Savusavu,Fidschi
RTA,177.0711,-12.4825,FJ,Rotuma Airport,OC,airport,small,12,NFNR,Rotuma,Fiji,Rotuma,Fidschi
KXF,179.83333,-17.333332,FJ,Koro Island Airport,OC,airport,small,12,NFNO,Koro Island,Fiji,Koro Island,Fidschi
TVU,179.87416,-16.693056,FJ,Matei Airport,OC,airport,small,12,NFNM,Matei,Fiji,Matei,Fidschi
LBS,179.33766,-16.466215,FJ,Labasa Airport,OC,airport,medium,12,NFNL,Lambasa,Fiji,Lambasa,Fidschi
LKB,179.2,-18.2,FJ,Lakeba Island Airport,OC,airport,small,12,NFNK,Lakeba Island,Fiji,Lakeba Insel,Fidschi
NGI,179.33333,-18,FJ,Ngau Airport,OC,airport,small,12,NFNG,Ngau,Fiji,Ngau,Fidschi
MFJ,179.93333,-18.566668,FJ,Moala Airport,OC,airport,small,12,NFMO,Moala,Fiji,Moala,Fidschi
MNF,177.11667,-17.633333,FJ,Mana Island Airport,OC,airport,small,12,NFMA,Mana Island,Fiji,Mana Island,Fidschi
KDV,178.15607,-19.053968,FJ,Vunisea Airport,OC,airport,small,12,NFKD,Vunisea,Fiji,Vunisea,Fidschi
PTF,177.21666,-17.783333,FJ,Malolo Lailai Island Airport,OC,airport,small,12,NFFO,Malolo Lailai Island,Fiji,Malolo Lailai Island,Fidschi
ICI,-179.33333,-17.75,FJ,Cicia Airport,OC,airport,small,12,NFCI,Cicia,Fiji,Cicia,Fidschi
PYE,-158.03334,-9.016667,CK,Penrhyn Island Airport,OC,airport,small,-10,NCPY,Penrhyn Island,Cook Islands,Penrhyn Insel,Cook-Inseln
MOI,-157.71121,-19.84166,CK,Mitiaro Island Airport,OC,airport,small,-10,NCMR,Mitiaro Island,Cook Islands,Mitiaro Insel,Cook-Inseln
MUK,-158.5,-19.333332,CK,Mauke Airport,OC,airport,small,-10,NCMK,Mauke Island,Cook Islands,Mauke Island,Cook-Inseln
MHX,-161,-10.366667,CK,Manihiki Island Airport,OC,airport,small,-10,NCMH,Manihiki Island,Cook Islands,Manihiki Insel,Cook-Inseln
MGS,-157.93333,-21.933332,CK,Mangaia Island Airport,OC,airport,small,-10,NCMG,Mangaia Island,Cook Islands,Isla de Mangaia,Cook-Inseln
AIU,-158.1,-20.033333,CK,Atiu Island Airport,OC,airport,small,-10,NCAT,Atiu Island,Cook Islands,Atiu Island,Cook-Inseln
PID,-77.3,25.083332,BS,Nassau Paradise Island Airport,NA,airport,small,-5,MYPI,Nassau,Bahamas,Nassau,Bahamas
CRI,-74.15,22.75,BS,Colonel Hill Airport,NA,airport,medium,-5,MYCI,Colonel Hill,Bahamas,Colonel Hill,Bahamas
CAT,-75.45361,24.315,BS,New Bight Airport,NA,airport,medium,-5,MYCB,Cat Island,Bahamas,Cat Island,Bahamas
ATC,-75.67139,24.62861,BS,Arthurs Town Airport,NA,airport,medium,-5,MYCA,Arthur's Town,Bahamas,Arthurs Stadt,Bahamas
COX,-77.583336,24.15,BS,Congo Town Airport,NA,airport,medium,-5,MYAK,Andros,Bahamas,Andros,Bahamas
LBP,115.4,3.2,MY,Long Banga Airport,AS,airport,small,8,,Long Banga,Malaysia,Long Banga,Malaysia
SCX,-95.2,16.166668,MX,Salina Cruz Naval Air Station,NA,airport,small,-6,MM57,Salina Cruz,Mexico,Salina Cruz,Mexiko
TND,-80,21.8,CU,Alberto Delgado Airport,NA,airport,medium,-5,MUTD,Trinidad,Cuba,Trinidad,Kuba
CCC,-78.32861,22.461111,CU,Cayo Coco Airport,NA,airport,medium,-5,MUOC,Cayo Coco,Cuba,Cayo Coco,Kuba
PAX,-72.84167,19.933332,HT,Port-de-Paix Airport,NA,airport,medium,-5,MTPX,Port-de-Paix,Haiti,Port-de-Paix,Haiti
JEE,-74.16972,18.662222,HT,Jeremie Airport,NA,airport,medium,-5,MTJE,Jeremie,Haiti,Jeremie,Haiti
PLD,-85.416664,10.25,CR,Playa Samara Airport,NA,airport,small,-6,MRSR,Playa Samara,Costa Rica,Playa Samara,Costa Rica
SYQ,-84.13333,9.95,CR,Tobias Bolanos International Airport,NA,airport,medium,-6,MRPV,San Jose,Costa Rica,San Jose,Costa Rica
PJM,-83.333336,8.583333,CR,Puerto Jimenez Airport,NA,airport,medium,-6,MRPJ,Puerto Jimenez,Costa Rica,Puerto Jimenez,Costa Rica
PBP,-85.166664,10.416667,CR,Islita Airport,NA,airport,small,-6,MRIA,Nandayure,Costa Rica,Nandayure,Costa Rica
TNO,-85.815475,10.314033,CR,Cabo Velas Airport,NA,airport,small,-6,MRCV,Nicoya,Costa Rica,Nicoya,Costa Rica
BCL,-82.96667,10.833333,CR,Barra del Colorado Airport,NA,airport,medium,-6,MRBC,Pococi,Costa Rica,Pococi,Costa Rica
TTQ,-83.51667,10.566667,CR,Aerotortuguero Airport,NA,airport,medium,-6,MRAO,Roxana,Costa Rica,Roxana,Costa Rica
PLP,-78.13333,8.333333,PA,Captain Ramon Xatruch Airport,NA,airport,small,-5,MPLP,La Palma,Panama,La Palma,Panama
JQE,-78.166664,7.5,PA,Jaqué Airport,NA,airport,small,-5,MPJE,Jaqué,Panama,Jaqué,Panama
ONX,-79.9,9.35,PA,Enrique Adolfo Jimenez Airport,NA,airport,medium,-5,MPEJ,Colón,Panama,Colón,Panama
CTD,-80.433334,7.966667,PA,Alonso Valderrama Airport,NA,airport,medium,-5,MPCE,Chitré,Panama,Chitré,Panama
JAL,-96.781944,19.472221,MX,Lencero Airport,NA,airport,medium,-6,MMJA,Jalapa,Mexico,Jalapa,Mexiko
GUB,-114.066666,28.033333,MX,Guerrero Negro Airport,NA,airport,small,-7,MMGR,Guerrero Negro,Mexico,Guerrero Negro,Mexiko
CUA,-111.664444,25.036943,MX,Ciudad Constitución Airport,NA,airport,medium,-7,MMDA,Ciudad Constitución,Mexico,Ciudad Constitución,Mexiko
CYW,-100.9,20.55,MX,Captain Rogelio Castillo National Airport,NA,airport,medium,-6,MMCY,Celaya,Mexico,Celaya,Mexiko
MIJ,171.75,6.083333,MH,Mili Island Airport,OC,airport,small,12,MLIP,Mili Island,Marshall Islands,Mili Insel,Marshall-Inseln
PEU,-83.76667,15.216667,HN,Puerto Lempira Airport,NA,airport,small,-6,MHPL,Puerto Lempira,Honduras,Puerto Lempira,Honduras
AHS,-84.425,15.441667,HN,Ahuas Airport,NA,airport,small,-6,MHAH,Ahuas,Honduras,Ahuas,Honduras
WTO,166.03334,10.166667,MH,Wotho Island Airport,OC,airport,small,12,,Wotho Island,Marshall Islands,Wotho Insel,Marshall-Inseln
WTE,170.26666,9.45,MH,Wotje Atoll Airport,OC,airport,small,12,N36,Wotje Atoll,Marshall Islands,Wotje,Marshall-Inseln
WJA,168.55296,7.453653,MH,Woja Airport,OC,airport,small,12,,Majuro Atoll,Marshall Islands,Majuro-Atoll,Marshall-Inseln
UIT,169.61667,5.833333,MH,Jaluit Airport,OC,airport,small,12,N55,Jabor Jaluit Atoll,Marshall Islands,Jabor Jaluit,Marshall-Inseln
RNP,166.88333,11.15,MH,Rongelap Island Airport,OC,airport,small,12,,Rongelap Island,Marshall Islands,Rongelap Insel,Marshall-Inseln
NDK,168.11667,5.633333,MH,Namorik Atoll Airport,OC,airport,small,12,3N0,Namorik Atoll,Marshall Islands,Namorik Atoll,Marshall-Inseln
MJE,170,9,MH,Majkin Airport,OC,airport,small,12,,Majkin,Marshall Islands,Majkin,Marshall-Inseln
MJB,170.88333,10.283333,MH,Mejit Atoll Airport,OC,airport,small,12,Q30,Mejit Atoll,Marshall Islands,Mejit Atoll,Marshall-Inseln
MAV,171.1,8.75,MH,Maloelap Island Airport,OC,airport,small,12,,Maloelap Island,Marshall Islands,Maloelap Insel,Marshall-Inseln
LIK,169.31667,9.816667,MH,Likiep Airport,OC,airport,small,12,,Likiep Island,Marshall Islands,Likiep Insel,Marshall-Inseln
KBT,170.91667,9.166667,MH,Kaben Airport,OC,airport,small,12,,Kaben,Marshall Islands,Kaben,Marshall-Inseln
JEJ,168.96513,7.569916,MH,Jeh Airport,OC,airport,small,12,,Ailinglapalap Atoll,Marshall Islands,Ailinglapalap Atoll,Marshall-Inseln
JAT,168.96666,7.75,MH,Jabot Airport,OC,airport,small,12,,Ailinglapalap Atoll,Marshall Islands,Ailinglapalap Atoll,Marshall-Inseln
BII,165.56512,11.525081,MH,Enyu Airfield,OC,airport,small,12,,Bikini Atoll,Marshall Islands,Bikini-Atoll,Marshall-Inseln
AUL,171.16667,8.133333,MH,Aur Island Airport,OC,airport,small,12,,Aur Atoll,Marshall Islands,Aur,Marshall-Inseln
AIM,169.98334,10.2,MH,Ailuk Airport,OC,airport,small,12,,Ailuk Island,Marshall Islands,Ailuk Insel,Marshall-Inseln
UTK,169.86667,11.233333,MH,Utirik Airport,OC,airport,small,12,03N,Utirik Island,Marshall Islands,Utirik Insel,Marshall-Inseln
AAZ,,,GT,Quezaltenango Airport,NA,airport,small,-6,MGQZ,Quezaltenango,Guatemala,Quezaltenango,Guatemala
PBR,-88.60611,15.723056,GT,Puerto Barrios Airport,NA,airport,medium,-6,MGPB,Puerto Barrios,Guatemala,Puerto Barrios,Guatemala
JBQ,-69.98144,18.575731,DO,Dr Joaquin Balaguer International Airport,NA,airport,medium,-4,MDJB,La Isabela,Dominican Republic,La Isabela,Dominikanische Republik
AZS,-69.736946,19.270555,DO,Samaná El Catey International Airport,NA,airport,small,-4,MDCY,Samana,Dominican Republic,Samana,Dominikanische Republik
SLX,-71.20167,21.333332,TC,Salt Cay Airport,NA,airport,small,-5,MBSY,Salt Cay,Turks and Caicos Islands,Salt Cay,Turks und Caicos Inseln
MDS,-71.71667,21.783333,TC,Middle Caicos Airport,NA,airport,small,-5,MBMC,Middle Caicos,Turks and Caicos Islands,Middle Caicos,Turks und Caicos Inseln
GDT,-71.13333,21.466667,TC,JAGS McCartney International Airport,NA,airport,medium,-5,MBGT,Cockburn Town,Turks and Caicos Islands,Cockburn Town,Turks und Caicos Inseln
ILZ,18.766666,49.233334,SK,Žilina Airport,EU,airport,medium,1,LZZI,Žilina,Slovakia,Žilina,Slowakei
QUB,12.820452,26.568268,LY,Ubari Airport,AF,airport,small,1,,Ubari,Libya,Ubari,Libyen
MRA,15.066667,32.4,LY,Misratah Airport,AF,airport,small,1,,Misratah,Libya,Misratah,Libyen
SZF,36.555058,41.25738,TR,Samsun-Çarşamba Airport,AS,airport,medium,2,LTFH,Samsun,Turkey,Samsun,Türkei
EDO,27.033333,39.583332,TR,Balikesir Korfez Airport,AS,airport,medium,2,LTFD,Balikesir Korfez,Turkey,Balikesir Korfez,Türkei
ISE,30.382221,37.86611,TR,Isparta Süleyman Demirel Airport,AS,airport,large,2,LTFC,Isparta,Turkey,Isparta,Türkei
ADF,38.266666,37.75,TR,Adiyaman Airport,AS,airport,medium,2,LTCP,Adiyaman,Turkey,Adiyaman,Türkei
AJI,43.025,39.65,TR,Agri Airport,AS,airport,medium,2,LTCO,Agri,Turkey,Agri,Türkei
KCM,36.950558,37.534443,TR,Kahramanmaras Airport,AS,airport,medium,2,LTCN,Kahramanmaras,Turkey,Kahramanmaras,Türkei
SFQ,38.85,37.085278,TR,Sanliurfa Airport,AS,airport,medium,2,LTCH,Sanliurfa,Turkey,Sanliurfa,Türkei
KSY,43.085835,40.551666,TR,Kars Airport,AS,airport,medium,2,LTCF,Kars,Turkey,Kars,Türkei
USQ,29.471945,38.68222,TR,Usak Airport,AS,airport,small,2,LTBO,Usak,Turkey,Usak,Türkei
BNX,17.3,44.933334,BA,Banja Luka International Airport,EU,airport,medium,1,LQBK,Banja Luka,Bosnia and Herzegovina,Banja Luka,Bosnien und Herzegowina
CVU,-31.1,39.7,PT,Corvo Airport,EU,airport,small,-1,LPCR,Corvo,Portugal,Corvo,Portugal
QSR,14.92084,40.620148,IT,Salerno Pontecagnano Airport,EU,airport,medium,1,LIRI,Salerno,Italy,Salerno,Italien
AOT,7.3625,45.73861,IT,Aosta Airport,EU,airport,medium,1,LIMW,Aosta,Italy,Aosta,Italien
SOB,17.240444,46.71347,HU,Sármellék International Airport,EU,airport,medium,1,LHSM,Sármellék,Hungary,Sármellék,Ungarn
QGY,,,HU,Győr-Pér International Airport,EU,airport,medium,1,LHPR,Győr,Hungary,Győr,Ungarn
PEV,170.6,69.78333,HU,Pécs-Pogány Airport,EU,airport,medium,1,LHPP,Pécs-Pogány,Hungary,Pécs-Pogány,Ungarn
JSY,24.95,37.42361,GR,Syros Airport,EU,airport,medium,2,LGSO,Syros Island,Greece,Syros,Griechenland
LTT,6.633333,43.283333,FR,La Môle Airport,EU,airport,small,1,LFTZ,La Môle,France,La Môle,Frankreich
ANE,-0.55,47.466667,FR,Angers-Loire Airport,EU,airport,medium,1,LFJR,Angers/Marcé,France,Angers / Marcé,Frankreich
IDY,-2.388694,46.71787,FR,Île d'Yeu Airport,EU,airport,medium,0,LFEY,Île d'Yeu,France,Île d'Yeu,Frankreich
RJL,-2.323611,42.456944,ES,Logroño-Agoncillo Airport,EU,airport,small,1,LELO,Logroño-Agoncillo,Spain,Logroño-Agoncillo,Spanien
ECN,33.50307,35.15812,CY,Ercan International Airport,AS,airport,medium,2,LCEN,Nicosia,Cyprus,Nicosia,Zypern
YKM,-120.53778,46.566944,US,Yakima Air Terminal McAllister Field,NA,airport,medium,-8,KYKM,Yakima,United States,Yakima,Vereinigte Staaten
KWY,41.266666,-2.016667,KE,Kiwayu (Mkononi) Airport,AF,airport,medium,3,,Kiwayu,Kenya,Kiwayu,Kenia
WRL,-107.95306,43.9675,US,Worland Municipal Airport,NA,airport,medium,-7,KWRL,Worland,United States,Worland,Vereinigte Staaten
VLD,-83.27722,30.78389,US,Valdosta Regional Airport,NA,airport,medium,-5,KVLD,Valdosta,United States,Valdosta,Vereinigte Staaten
VCT,-96.914444,28.85111,US,Victoria Regional Airport,NA,airport,medium,-6,KVCT,Victoria,United States,Victoria,Vereinigte Staaten
UIN,-91.19722,39.944168,US,Quincy Regional Baldwin Field,NA,airport,medium,-6,KUIN,Quincy,United States,Quincy,Vereinigte Staaten
TUP,-88.76722,34.25889,US,Tupelo Regional Airport,NA,airport,medium,-6,KTUP,Tupelo,United States,Tupelo,Vereinigte Staaten
SMX,-120.45778,34.905,US,Santa Maria Pub Cpt G Allan Hancock Airport,NA,airport,medium,-8,KSMX,Santa Maria,United States,Santa Maria,Vereinigte Staaten
SLN,-97.6525,38.790833,US,Salina Municipal Airport,NA,airport,medium,-6,KSLN,Salina,United States,Salina,Vereinigte Staaten
SLK,-74.206665,44.38278,US,Adirondack Regional Airport,NA,airport,medium,-5,KSLK,Saranac Lake,United States,Saranac Lake,Vereinigte Staaten
SHR,-106.97722,44.774166,US,Sheridan County Airport,NA,airport,medium,-7,KSHR,Sheridan,United States,Sheridan,Vereinigte Staaten
SBP,-120.640625,35.239113,US,San Luis County Regional Airport,NA,airport,medium,-8,KSBP,San Luis Obispo,United States,San Luis Obispo,Vereinigte Staaten
RUT,-72.94833,43.529446,US,Rutland State Airport,NA,airport,medium,-5,KRUT,Rutland,United States,Rutland,Vereinigte Staaten
RKS,-109.065834,41.59639,US,Rock Springs Sweetwater County Airport,NA,airport,medium,-7,KRKS,Rock Springs,United States,Rock Springs,Vereinigte Staaten
RHI,-89.46253,45.625706,US,Rhinelander Oneida County Airport,NA,airport,medium,-6,KRHI,Rhinelander,United States,Rhinelander,Vereinigte Staaten
RDG,-75.96389,40.378613,US,Reading Regional Carl A Spaatz Field,NA,airport,medium,-5,KRDG,Reading,United States,Lesen,Vereinigte Staaten
PSM,-70.88272,43.179585,US,Pease International Tradeport,NA,airport,medium,-5,KPSM,Portsmouth,United States,Portsmouth,Vereinigte Staaten
PLN,-84.79278,45.57083,US,Pellston Regional Airport of Emmet County Airport,NA,airport,medium,-5,KPLN,Pellston,United States,Pellston,Vereinigte Staaten
PIR,-100.29319,44.380363,US,Pierre Regional Airport,NA,airport,medium,-6,KPIR,Pierre,United States,Pierre,Vereinigte Staaten
PIH,-112.594444,42.913334,US,Pocatello Regional Airport,NA,airport,medium,-7,KPIH,Pocatello,United States,Pocatello,Vereinigte Staaten
PIB,-89.33667,31.4675,US,Hattiesburg Laurel Regional Airport,NA,airport,medium,-6,KPIB,Hattiesburg/Laurel,United States,Hattiesburg / Laurel,Vereinigte Staaten
OWB,-87.16583,37.740833,US,Owensboro Daviess County Airport,NA,airport,medium,-6,KOWB,Owensboro,United States,Owensboro,Vereinigte Staaten
OTH,-124.24,43.418888,US,Southwest Oregon Regional Airport,NA,airport,medium,-8,KOTH,North Bend,United States,North Bend,Vereinigte Staaten
MSL,-87.61611,34.74861,US,Northwest Alabama Regional Airport,NA,airport,medium,-6,KMSL,Muscle Shoals,United States,Muscle Shoals,Vereinigte Staaten
MLS,-105.880554,46.430557,US,Frank Wiley Field,NA,airport,medium,-7,KMLS,Miles City,United States,Meilen-Stadt,Vereinigte Staaten
MKG,-86.2375,43.170555,US,Muskegon County Airport,NA,airport,small,-5,KMKG,Muskegon,United States,Muskegon,Vereinigte Staaten
